tile_id,territory_id,territory_desc,location_x,location_y,class,class_name,resource_type,resource_desc
1043,29,일반 영토지역,4,5,2,자원 토지,14,향신료
1044,29,일반 영토지역,5,5,2,자원 토지,15,차
1045,30,일반 영토지역,0,0,1,일반 토지,0,None
1046,30,일반 영토지역,1,0,2,자원 토지,1,철
1047,30,일반 영토지역,2,0,2,자원 토지,2,구리
1048,30,일반 영토지역,3,0,1,일반 토지,0,None
1049,30,일반 영토지역,4,0,1,일반 토지,0,None
1050,30,일반 영토지역,5,0,1,일반 토지,0,None
1051,30,일반 영토지역,0,1,2,자원 토지,3,석탄
1052,30,일반 영토지역,1,1,1,일반 토지,0,None
1053,30,일반 영토지역,2,1,1,일반 토지,0,None
1054,30,일반 영토지역,3,1,2,자원 토지,4,석재
1055,30,일반 영토지역,4,1,1,일반 토지,0,None
1056,30,일반 영토지역,5,1,2,자원 토지,5,나무
1057,30,일반 영토지역,0,2,1,일반 토지,0,None
1058,30,일반 영토지역,1,2,1,일반 토지,0,None
1059,30,일반 영토지역,2,2,1,일반 토지,0,None
1060,30,일반 영토지역,3,2,1,일반 토지,0,None
1061,30,일반 영토지역,4,2,2,자원 토지,6,쌀
1062,30,일반 영토지역,5,2,1,일반 토지,0,None
1063,30,일반 영토지역,0,3,1,일반 토지,0,None
1064,30,일반 영토지역,1,3,2,자원 토지,7,보리
1065,30,일반 영토지역,2,3,1,일반 토지,0,None
1066,30,일반 영토지역,3,3,1,일반 토지,0,None
1067,30,일반 영토지역,4,3,2,자원 토지,8,밀
1068,30,일반 영토지역,5,3,2,자원 토지,9,감자
1069,30,일반 영토지역,0,4,1,일반 토지,0,None
1070,30,일반 영토지역,1,4,1,일반 토지,0,None
1071,30,일반 영토지역,2,4,2,자원 토지,10,옥수수
1072,30,일반 영토지역,3,4,1,일반 토지,0,None
1073,30,일반 영토지역,4,4,2,자원 토지,11,금
1074,30,일반 영토지역,5,4,1,일반 토지,0,None
1075,30,일반 영토지역,0,5,1,일반 토지,0,None
1076,30,일반 영토지역,1,5,2,자원 토지,12,은
1077,30,일반 영토지역,2,5,1,일반 토지,0,None
1078,30,일반 영토지역,3,5,2,자원 토지,13,진주
1079,30,일반 영토지역,4,5,2,자원 토지,14,향신료
1080,30,일반 영토지역,5,5,2,자원 토지,15,차
1081,31,일반 영토지역,0,0,1,일반 토지,0,None
1082,31,일반 영토지역,1,0,2,자원 토지,1,철
1083,31,일반 영토지역,2,0,2,자원 토지,2,구리
1084,31,일반 영토지역,3,0,1,일반 토지,0,None
1085,31,일반 영토지역,4,0,1,일반 토지,0,None
1086,31,일반 영토지역,5,0,1,일반 토지,0,None
1087,31,일반 영토지역,0,1,2,자원 토지,3,석탄
1088,31,일반 영토지역,1,1,1,일반 토지,0,None
1089,31,일반 영토지역,2,1,1,일반 토지,0,None
1090,31,일반 영토지역,3,1,2,자원 토지,4,석재
1091,31,일반 영토지역,4,1,1,일반 토지,0,None
1092,31,일반 영토지역,5,1,2,자원 토지,5,나무
1093,31,일반 영토지역,0,2,1,일반 토지,0,None
1094,31,일반 영토지역,1,2,1,일반 토지,0,None
1095,31,일반 영토지역,2,2,1,일반 토지,0,None
1096,31,일반 영토지역,3,2,1,일반 토지,0,None
1097,31,일반 영토지역,4,2,2,자원 토지,6,쌀
1098,31,일반 영토지역,5,2,1,일반 토지,0,None
1099,31,일반 영토지역,0,3,1,일반 토지,0,None
1100,31,일반 영토지역,1,3,2,자원 토지,7,보리
1101,31,일반 영토지역,2,3,1,일반 토지,0,None
1102,31,일반 영토지역,3,3,1,일반 토지,0,None
1103,31,일반 영토지역,4,3,2,자원 토지,8,밀
1104,31,일반 영토지역,5,3,2,자원 토지,9,감자
1105,31,일반 영토지역,0,4,1,일반 토지,0,None
1106,31,일반 영토지역,1,4,1,일반 토지,0,None
1107,31,일반 영토지역,2,4,2,자원 토지,10,옥수수
1108,31,일반 영토지역,3,4,1,일반 토지,0,None
1109,31,일반 영토지역,4,4,2,자원 토지,11,금
1110,31,일반 영토지역,5,4,1,일반 토지,0,None
1111,31,일반 영토지역,0,5,1,일반 토지,0,None
1112,31,일반 영토지역,1,5,2,자원 토지,12,은
1113,31,일반 영토지역,2,5,1,일반 토지,0,None
1114,31,일반 영토지역,3,5,2,자원 토지,13,진주
1115,31,일반 영토지역,4,5,2,자원 토지,14,향신료
1116,31,일반 영토지역,5,5,2,자원 토지,15,차
1117,32,일반 영토지역,0,0,1,일반 토지,0,None
1118,32,일반 영토지역,1,0,2,자원 토지,1,철
1119,32,일반 영토지역,2,0,2,자원 토지,2,구리
1120,32,일반 영토지역,3,0,1,일반 토지,0,None
1121,32,일반 영토지역,4,0,1,일반 토지,0,None
1122,32,일반 영토지역,5,0,1,일반 토지,0,None
1123,32,일반 영토지역,0,1,2,자원 토지,3,석탄
1124,32,일반 영토지역,1,1,1,일반 토지,0,None
1125,32,일반 영토지역,2,1,1,일반 토지,0,None
1126,32,일반 영토지역,3,1,2,자원 토지,4,석재
1127,32,일반 영토지역,4,1,1,일반 토지,0,None
1128,32,일반 영토지역,5,1,2,자원 토지,5,나무
1129,32,일반 영토지역,0,2,1,일반 토지,0,None
1130,32,일반 영토지역,1,2,1,일반 토지,0,None
1131,32,일반 영토지역,2,2,1,일반 토지,0,None
1132,32,일반 영토지역,3,2,1,일반 토지,0,None
1133,32,일반 영토지역,4,2,2,자원 토지,6,쌀
1134,32,일반 영토지역,5,2,1,일반 토지,0,None
1135,32,일반 영토지역,0,3,1,일반 토지,0,None
1136,32,일반 영토지역,1,3,2,자원 토지,7,보리
1137,32,일반 영토지역,2,3,1,일반 토지,0,None
1138,32,일반 영토지역,3,3,1,일반 토지,0,None
1139,32,일반 영토지역,4,3,2,자원 토지,8,밀
1140,32,일반 영토지역,5,3,2,자원 토지,9,감자
1141,32,일반 영토지역,0,4,1,일반 토지,0,None
1142,32,일반 영토지역,1,4,1,일반 토지,0,None
1143,32,일반 영토지역,2,4,2,자원 토지,10,옥수수
1144,32,일반 영토지역,3,4,1,일반 토지,0,None
1145,32,일반 영토지역,4,4,2,자원 토지,11,금
1146,32,일반 영토지역,5,4,1,일반 토지,0,None
1147,32,일반 영토지역,0,5,1,일반 토지,0,None
1148,32,일반 영토지역,1,5,2,자원 토지,12,은
1149,32,일반 영토지역,2,5,1,일반 토지,0,None
1150,32,일반 영토지역,3,5,2,자원 토지,13,진주
1151,32,일반 영토지역,4,5,2,자원 토지,14,향신료
1152,32,일반 영토지역,5,5,2,자원 토지,15,차
1153,33,일반 영토지역,0,0,1,일반 토지,0,None
1154,33,일반 영토지역,1,0,2,자원 토지,1,철
1155,33,일반 영토지역,2,0,2,자원 토지,2,구리
1156,33,일반 영토지역,3,0,1,일반 토지,0,None
1157,33,일반 영토지역,4,0,1,일반 토지,0,None
1158,33,일반 영토지역,5,0,1,일반 토지,0,None
1159,33,일반 영토지역,0,1,2,자원 토지,3,석탄
1160,33,일반 영토지역,1,1,1,일반 토지,0,None
1161,33,일반 영토지역,2,1,1,일반 토지,0,None
1162,33,일반 영토지역,3,1,2,자원 토지,4,석재
1163,33,일반 영토지역,4,1,1,일반 토지,0,None
1164,33,일반 영토지역,5,1,2,자원 토지,5,나무
1165,33,일반 영토지역,0,2,1,일반 토지,0,None
1166,33,일반 영토지역,1,2,1,일반 토지,0,None
1167,33,일반 영토지역,2,2,1,일반 토지,0,None
1168,33,일반 영토지역,3,2,1,일반 토지,0,None
1169,33,일반 영토지역,4,2,2,자원 토지,6,쌀
1170,33,일반 영토지역,5,2,1,일반 토지,0,None
1171,33,일반 영토지역,0,3,1,일반 토지,0,None
1172,33,일반 영토지역,1,3,2,자원 토지,7,보리
1173,33,일반 영토지역,2,3,1,일반 토지,0,None
1174,33,일반 영토지역,3,3,1,일반 토지,0,None
1175,33,일반 영토지역,4,3,2,자원 토지,8,밀
1176,33,일반 영토지역,5,3,2,자원 토지,9,감자
1177,33,일반 영토지역,0,4,1,일반 토지,0,None
1178,33,일반 영토지역,1,4,1,일반 토지,0,None
1179,33,일반 영토지역,2,4,2,자원 토지,10,옥수수
1180,33,일반 영토지역,3,4,1,일반 토지,0,None
1181,33,일반 영토지역,4,4,2,자원 토지,11,금
1182,33,일반 영토지역,5,4,1,일반 토지,0,None
1183,33,일반 영토지역,0,5,1,일반 토지,0,None
1184,33,일반 영토지역,1,5,2,자원 토지,12,은
1185,33,일반 영토지역,2,5,1,일반 토지,0,None
1186,33,일반 영토지역,3,5,2,자원 토지,13,진주
1187,33,일반 영토지역,4,5,2,자원 토지,14,향신료
1188,33,일반 영토지역,5,5,2,자원 토지,15,차
1189,34,Not Used,0,0,,Not Used,0,None
1190,34,Not Used,1,0,,Not Used,0,None
1191,34,Not Used,2,0,,Not Used,0,None
1192,34,Not Used,3,0,,Not Used,0,None
1193,34,Not Used,4,0,,Not Used,0,None
1194,34,Not Used,5,0,,Not Used,0,None
1195,34,Not Used,0,1,,Not Used,0,None
1196,34,Not Used,1,1,,Not Used,0,None
1197,34,Not Used,2,1,,Not Used,0,None
1198,34,Not Used,3,1,,Not Used,0,None
1199,34,Not Used,4,1,,Not Used,0,None
1200,34,Not Used,5,1,,Not Used,0,None
1201,34,Not Used,0,2,,Not Used,0,None
1202,34,Not Used,1,2,,Not Used,0,None
1203,34,Not Used,2,2,,Not Used,0,None
1204,34,Not Used,3,2,,Not Used,0,None
1205,34,Not Used,4,2,,Not Used,0,None
1206,34,Not Used,5,2,,Not Used,0,None
1207,34,Not Used,0,3,,Not Used,0,None
1208,34,Not Used,1,3,,Not Used,0,None
1209,34,Not Used,2,3,,Not Used,0,None
1210,34,Not Used,3,3,,Not Used,0,None
1211,34,Not Used,4,3,,Not Used,0,None
1212,34,Not Used,5,3,,Not Used,0,None
1213,34,Not Used,0,4,,Not Used,0,None
1214,34,Not Used,1,4,,Not Used,0,None
1215,34,Not Used,2,4,,Not Used,0,None
1216,34,Not Used,3,4,,Not Used,0,None
1217,34,Not Used,4,4,,Not Used,0,None
1218,34,Not Used,5,4,,Not Used,0,None
1219,34,Not Used,0,5,,Not Used,0,None
1220,34,Not Used,1,5,,Not Used,0,None
1221,34,Not Used,2,5,,Not Used,0,None
1222,34,Not Used,3,5,,Not Used,0,None
1223,34,Not Used,4,5,,Not Used,0,None
1224,34,Not Used,5,5,,Not Used,0,None
1225,35,Not Used,0,0,,Not Used,0,None
1226,35,Not Used,1,0,,Not Used,0,None
1227,35,Not Used,2,0,,Not Used,0,None
1228,35,Not Used,3,0,,Not Used,0,None
1229,35,Not Used,4,0,,Not Used,0,None
1230,35,Not Used,5,0,,Not Used,0,None
1231,35,Not Used,0,1,,Not Used,0,None
1232,35,Not Used,1,1,,Not Used,0,None
1233,35,Not Used,2,1,,Not Used,0,None
1234,35,Not Used,3,1,,Not Used,0,None
1235,35,Not Used,4,1,,Not Used,0,None
1236,35,Not Used,5,1,,Not Used,0,None
1237,35,Not Used,0,2,,Not Used,0,None
1238,35,Not Used,1,2,,Not Used,0,None
1239,35,Not Used,2,2,,Not Used,0,None
1240,35,Not Used,3,2,,Not Used,0,None
1241,35,Not Used,4,2,,Not Used,0,None
1242,35,Not Used,5,2,,Not Used,0,None
1243,35,Not Used,0,3,,Not Used,0,None
1244,35,Not Used,1,3,,Not Used,0,None
1245,35,Not Used,2,3,,Not Used,0,None
1246,35,Not Used,3,3,,Not Used,0,None
1247,35,Not Used,4,3,,Not Used,0,None
1248,35,Not Used,5,3,,Not Used,0,None
1249,35,Not Used,0,4,,Not Used,0,None
1250,35,Not Used,1,4,,Not Used,0,None
1251,35,Not Used,2,4,,Not Used,0,None
1252,35,Not Used,3,4,,Not Used,0,None
1253,35,Not Used,4,4,,Not Used,0,None
1254,35,Not Used,5,4,,Not Used,0,None
1255,35,Not Used,0,5,,Not Used,0,None
1256,35,Not Used,1,5,,Not Used,0,None
1257,35,Not Used,2,5,,Not Used,0,None
1258,35,Not Used,3,5,,Not Used,0,None
1259,35,Not Used,4,5,,Not Used,0,None
1260,35,Not Used,5,5,,Not Used,0,None
1261,36,Not Used,0,0,,Not Used,0,None
1262,36,Not Used,1,0,,Not Used,0,None
1263,36,Not Used,2,0,,Not Used,0,None
1264,36,Not Used,3,0,,Not Used,0,None
1265,36,Not Used,4,0,,Not Used,0,None
1266,36,Not Used,5,0,,Not Used,0,None
1267,36,Not Used,0,1,,Not Used,0,None
1268,36,Not Used,1,1,,Not Used,0,None
1269,36,Not Used,2,1,,Not Used,0,None
1270,36,Not Used,3,1,,Not Used,0,None
1271,36,Not Used,4,1,,Not Used,0,None
1272,36,Not Used,5,1,,Not Used,0,None
1273,36,Not Used,0,2,,Not Used,0,None
1274,36,Not Used,1,2,,Not Used,0,None
1275,36,Not Used,2,2,,Not Used,0,None
1276,36,Not Used,3,2,,Not Used,0,None
1277,36,Not Used,4,2,,Not Used,0,None
1278,36,Not Used,5,2,,Not Used,0,None
1279,36,Not Used,0,3,,Not Used,0,None
1280,36,Not Used,1,3,,Not Used,0,None
1281,36,Not Used,2,3,,Not Used,0,None
1282,36,Not Used,3,3,,Not Used,0,None
1283,36,Not Used,4,3,,Not Used,0,None
1284,36,Not Used,5,3,,Not Used,0,None
1285,36,Not Used,0,4,,Not Used,0,None
1286,36,Not Used,1,4,,Not Used,0,None
1287,36,Not Used,2,4,,Not Used,0,None
1288,36,Not Used,3,4,,Not Used,0,None
1289,36,Not Used,4,4,,Not Used,0,None
1290,36,Not Used,5,4,,Not Used,0,None
1291,36,Not Used,0,5,,Not Used,0,None
1292,36,Not Used,1,5,,Not Used,0,None
1293,36,Not Used,2,5,,Not Used,0,None
1294,36,Not Used,3,5,,Not Used,0,None
1295,36,Not Used,4,5,,Not Used,0,None
1296,36,Not Used,5,5,,Not Used,0,None
1297,37,일반 영토지역,0,0,1,일반 토지,0,None
1298,37,일반 영토지역,1,0,2,자원 토지,1,철
1299,37,일반 영토지역,2,0,2,자원 토지,2,구리
1300,37,일반 영토지역,3,0,1,일반 토지,0,None
1301,37,일반 영토지역,4,0,1,일반 토지,0,None
1302,37,일반 영토지역,5,0,1,일반 토지,0,None
1303,37,일반 영토지역,0,1,2,자원 토지,3,석탄
1304,37,일반 영토지역,1,1,1,일반 토지,0,None
1305,37,일반 영토지역,2,1,1,일반 토지,0,None
1306,37,일반 영토지역,3,1,2,자원 토지,4,석재
1307,37,일반 영토지역,4,1,1,일반 토지,0,None
1308,37,일반 영토지역,5,1,2,자원 토지,5,나무
1309,37,일반 영토지역,0,2,1,일반 토지,0,None
1310,37,일반 영토지역,1,2,1,일반 토지,0,None
1311,37,일반 영토지역,2,2,1,일반 토지,0,None
1312,37,일반 영토지역,3,2,1,일반 토지,0,None
1313,37,일반 영토지역,4,2,2,자원 토지,6,쌀
1314,37,일반 영토지역,5,2,1,일반 토지,0,None
1315,37,일반 영토지역,0,3,1,일반 토지,0,None
1316,37,일반 영토지역,1,3,2,자원 토지,7,보리
1317,37,일반 영토지역,2,3,1,일반 토지,0,None
1318,37,일반 영토지역,3,3,1,일반 토지,0,None
1319,37,일반 영토지역,4,3,2,자원 토지,8,밀
1320,37,일반 영토지역,5,3,2,자원 토지,9,감자
1321,37,일반 영토지역,0,4,1,일반 토지,0,None
1322,37,일반 영토지역,1,4,1,일반 토지,0,None
1323,37,일반 영토지역,2,4,2,자원 토지,10,옥수수
1324,37,일반 영토지역,3,4,1,일반 토지,0,None
1325,37,일반 영토지역,4,4,2,자원 토지,11,금
1326,37,일반 영토지역,5,4,1,일반 토지,0,None
1327,37,일반 영토지역,0,5,1,일반 토지,0,None
1328,37,일반 영토지역,1,5,2,자원 토지,12,은
1329,37,일반 영토지역,2,5,1,일반 토지,0,None
1330,37,일반 영토지역,3,5,2,자원 토지,13,진주
1331,37,일반 영토지역,4,5,2,자원 토지,14,향신료
1332,37,일반 영토지역,5,5,2,자원 토지,15,차
1333,38,일반 영토지역,0,0,1,일반 토지,0,None
1334,38,일반 영토지역,1,0,2,자원 토지,1,철
1335,38,일반 영토지역,2,0,2,자원 토지,2,구리
1336,38,일반 영토지역,3,0,1,일반 토지,0,None
1337,38,일반 영토지역,4,0,1,일반 토지,0,None
1338,38,일반 영토지역,5,0,1,일반 토지,0,None
1339,38,일반 영토지역,0,1,2,자원 토지,3,석탄
1340,38,일반 영토지역,1,1,1,일반 토지,0,None
1341,38,일반 영토지역,2,1,1,일반 토지,0,None
1342,38,일반 영토지역,3,1,2,자원 토지,4,석재
1343,38,일반 영토지역,4,1,1,일반 토지,0,None
1344,38,일반 영토지역,5,1,2,자원 토지,5,나무
1345,38,일반 영토지역,0,2,1,일반 토지,0,None
1346,38,일반 영토지역,1,2,1,일반 토지,0,None
1347,38,일반 영토지역,2,2,1,일반 토지,0,None
1348,38,일반 영토지역,3,2,1,일반 토지,0,None
1349,38,일반 영토지역,4,2,2,자원 토지,6,쌀
1350,38,일반 영토지역,5,2,1,일반 토지,0,None
1351,38,일반 영토지역,0,3,1,일반 토지,0,None
1352,38,일반 영토지역,1,3,2,자원 토지,7,보리
1353,38,일반 영토지역,2,3,1,일반 토지,0,None
1354,38,일반 영토지역,3,3,1,일반 토지,0,None
1355,38,일반 영토지역,4,3,2,자원 토지,8,밀
1356,38,일반 영토지역,5,3,2,자원 토지,9,감자
1357,38,일반 영토지역,0,4,1,일반 토지,0,None
1358,38,일반 영토지역,1,4,1,일반 토지,0,None
1359,38,일반 영토지역,2,4,2,자원 토지,10,옥수수
1360,38,일반 영토지역,3,4,1,일반 토지,0,None
1361,38,일반 영토지역,4,4,2,자원 토지,11,금
1362,38,일반 영토지역,5,4,1,일반 토지,0,None
1363,38,일반 영토지역,0,5,1,일반 토지,0,None
1364,38,일반 영토지역,1,5,2,자원 토지,12,은
1365,38,일반 영토지역,2,5,1,일반 토지,0,None
1366,38,일반 영토지역,3,5,2,자원 토지,13,진주
1367,38,일반 영토지역,4,5,2,자원 토지,14,향신료
1368,38,일반 영토지역,5,5,2,자원 토지,15,차
1369,39,일반 영토지역,0,0,1,일반 토지,0,None
1370,39,일반 영토지역,1,0,2,자원 토지,1,철
1371,39,일반 영토지역,2,0,2,자원 토지,2,구리
1372,39,일반 영토지역,3,0,1,일반 토지,0,None
1373,39,일반 영토지역,4,0,1,일반 토지,0,None
1374,39,일반 영토지역,5,0,1,일반 토지,0,None
1375,39,일반 영토지역,0,1,2,자원 토지,3,석탄
1376,39,일반 영토지역,1,1,1,일반 토지,0,None
1377,39,일반 영토지역,2,1,1,일반 토지,0,None
1378,39,일반 영토지역,3,1,2,자원 토지,4,석재
1379,39,일반 영토지역,4,1,1,일반 토지,0,None
1380,39,일반 영토지역,5,1,2,자원 토지,5,나무
1381,39,일반 영토지역,0,2,1,일반 토지,0,None
1382,39,일반 영토지역,1,2,1,일반 토지,0,None
1383,39,일반 영토지역,2,2,1,일반 토지,0,None
1384,39,일반 영토지역,3,2,1,일반 토지,0,None
1385,39,일반 영토지역,4,2,2,자원 토지,6,쌀
1386,39,일반 영토지역,5,2,1,일반 토지,0,None
1387,39,일반 영토지역,0,3,1,일반 토지,0,None
1388,39,일반 영토지역,1,3,2,자원 토지,7,보리
1389,39,일반 영토지역,2,3,1,일반 토지,0,None
1390,39,일반 영토지역,3,3,1,일반 토지,0,None
1391,39,일반 영토지역,4,3,2,자원 토지,8,밀
1392,39,일반 영토지역,5,3,2,자원 토지,9,감자
1393,39,일반 영토지역,0,4,1,일반 토지,0,None
1394,39,일반 영토지역,1,4,1,일반 토지,0,None
1395,39,일반 영토지역,2,4,2,자원 토지,10,옥수수
1396,39,일반 영토지역,3,4,1,일반 토지,0,None
1397,39,일반 영토지역,4,4,2,자원 토지,11,금
1398,39,일반 영토지역,5,4,1,일반 토지,0,None
1399,39,일반 영토지역,0,5,1,일반 토지,0,None
1400,39,일반 영토지역,1,5,2,자원 토지,12,은
1401,39,일반 영토지역,2,5,1,일반 토지,0,None
1402,39,일반 영토지역,3,5,2,자원 토지,13,진주
1403,39,일반 영토지역,4,5,2,자원 토지,14,향신료
1404,39,일반 영토지역,5,5,2,자원 토지,15,차
1405,40,일반 영토지역,0,0,1,일반 토지,0,None
1406,40,일반 영토지역,1,0,2,자원 토지,1,철
1407,40,일반 영토지역,2,0,2,자원 토지,2,구리
1408,40,일반 영토지역,3,0,1,일반 토지,0,None
1409,40,일반 영토지역,4,0,1,일반 토지,0,None
1410,40,일반 영토지역,5,0,1,일반 토지,0,None
1411,40,일반 영토지역,0,1,2,자원 토지,3,석탄
1412,40,일반 영토지역,1,1,1,일반 토지,0,None
1413,40,일반 영토지역,2,1,1,일반 토지,0,None
1414,40,일반 영토지역,3,1,2,자원 토지,4,석재
1415,40,일반 영토지역,4,1,1,일반 토지,0,None
1416,40,일반 영토지역,5,1,2,자원 토지,5,나무
1417,40,일반 영토지역,0,2,1,일반 토지,0,None
1418,40,일반 영토지역,1,2,1,일반 토지,0,None
1419,40,일반 영토지역,2,2,1,일반 토지,0,None
1420,40,일반 영토지역,3,2,1,일반 토지,0,None
1421,40,일반 영토지역,4,2,2,자원 토지,6,쌀
1422,40,일반 영토지역,5,2,1,일반 토지,0,None
1423,40,일반 영토지역,0,3,1,일반 토지,0,None
1424,40,일반 영토지역,1,3,2,자원 토지,7,보리
1425,40,일반 영토지역,2,3,1,일반 토지,0,None
1426,40,일반 영토지역,3,3,1,일반 토지,0,None
1427,40,일반 영토지역,4,3,2,자원 토지,8,밀
1428,40,일반 영토지역,5,3,2,자원 토지,9,감자
1429,40,일반 영토지역,0,4,1,일반 토지,0,None
1430,40,일반 영토지역,1,4,1,일반 토지,0,None
1431,40,일반 영토지역,2,4,2,자원 토지,10,옥수수
1432,40,일반 영토지역,3,4,1,일반 토지,0,None
1433,40,일반 영토지역,4,4,2,자원 토지,11,금
1434,40,일반 영토지역,5,4,1,일반 토지,0,None
1435,40,일반 영토지역,0,5,1,일반 토지,0,None
1436,40,일반 영토지역,1,5,2,자원 토지,12,은
1437,40,일반 영토지역,2,5,1,일반 토지,0,None
1438,40,일반 영토지역,3,5,2,자원 토지,13,진주
1439,40,일반 영토지역,4,5,2,자원 토지,14,향신료
1440,40,일반 영토지역,5,5,2,자원 토지,15,차
1441,41,일반 영토지역,0,0,1,일반 토지,0,None
1442,41,일반 영토지역,1,0,2,자원 토지,1,철
1443,41,일반 영토지역,2,0,2,자원 토지,2,구리
1444,41,일반 영토지역,3,0,1,일반 토지,0,None
1445,41,일반 영토지역,4,0,1,일반 토지,0,None
1446,41,일반 영토지역,5,0,1,일반 토지,0,None
1447,41,일반 영토지역,0,1,2,자원 토지,3,석탄
1448,41,일반 영토지역,1,1,1,일반 토지,0,None
1449,41,일반 영토지역,2,1,1,일반 토지,0,None
1450,41,일반 영토지역,3,1,2,자원 토지,4,석재
1451,41,일반 영토지역,4,1,1,일반 토지,0,None
1452,41,일반 영토지역,5,1,2,자원 토지,5,나무
1453,41,일반 영토지역,0,2,1,일반 토지,0,None
1454,41,일반 영토지역,1,2,1,일반 토지,0,None
1455,41,일반 영토지역,2,2,1,일반 토지,0,None
1456,41,일반 영토지역,3,2,1,일반 토지,0,None
1457,41,일반 영토지역,4,2,2,자원 토지,6,쌀
1458,41,일반 영토지역,5,2,1,일반 토지,0,None
1459,41,일반 영토지역,0,3,1,일반 토지,0,None
1460,41,일반 영토지역,1,3,2,자원 토지,7,보리
1461,41,일반 영토지역,2,3,1,일반 토지,0,None
1462,41,일반 영토지역,3,3,1,일반 토지,0,None
1463,41,일반 영토지역,4,3,2,자원 토지,8,밀
1464,41,일반 영토지역,5,3,2,자원 토지,9,감자
1465,41,일반 영토지역,0,4,1,일반 토지,0,None
1466,41,일반 영토지역,1,4,1,일반 토지,0,None
1467,41,일반 영토지역,2,4,2,자원 토지,10,옥수수
1468,41,일반 영토지역,3,4,1,일반 토지,0,None
1469,41,일반 영토지역,4,4,2,자원 토지,11,금
1470,41,일반 영토지역,5,4,1,일반 토지,0,None
1471,41,일반 영토지역,0,5,1,일반 토지,0,None
1472,41,일반 영토지역,1,5,2,자원 토지,12,은
1473,41,일반 영토지역,2,5,1,일반 토지,0,None
1474,41,일반 영토지역,3,5,2,자원 토지,13,진주
1475,41,일반 영토지역,4,5,2,자원 토지,14,향신료
1476,41,일반 영토지역,5,5,2,자원 토지,15,차
1477,42,일반 영토지역,0,0,1,일반 토지,0,None
1478,42,일반 영토지역,1,0,2,자원 토지,1,철
1479,42,일반 영토지역,2,0,2,자원 토지,2,구리
1480,42,일반 영토지역,3,0,1,일반 토지,0,None
1481,42,일반 영토지역,4,0,1,일반 토지,0,None
1482,42,일반 영토지역,5,0,1,일반 토지,0,None
1483,42,일반 영토지역,0,1,2,자원 토지,3,석탄
1484,42,일반 영토지역,1,1,1,일반 토지,0,None
1485,42,일반 영토지역,2,1,1,일반 토지,0,None
1486,42,일반 영토지역,3,1,2,자원 토지,4,석재
1487,42,일반 영토지역,4,1,1,일반 토지,0,None
1488,42,일반 영토지역,5,1,2,자원 토지,5,나무
1489,42,일반 영토지역,0,2,1,일반 토지,0,None
1490,42,일반 영토지역,1,2,1,일반 토지,0,None
1491,42,일반 영토지역,2,2,1,일반 토지,0,None
1492,42,일반 영토지역,3,2,1,일반 토지,0,None
1493,42,일반 영토지역,4,2,2,자원 토지,6,쌀
1494,42,일반 영토지역,5,2,1,일반 토지,0,None
1495,42,일반 영토지역,0,3,1,일반 토지,0,None
1496,42,일반 영토지역,1,3,2,자원 토지,7,보리
1497,42,일반 영토지역,2,3,1,일반 토지,0,None
1498,42,일반 영토지역,3,3,1,일반 토지,0,None
1499,42,일반 영토지역,4,3,2,자원 토지,8,밀
1500,42,일반 영토지역,5,3,2,자원 토지,9,감자
1501,42,일반 영토지역,0,4,1,일반 토지,0,None
1502,42,일반 영토지역,1,4,1,일반 토지,0,None
1503,42,일반 영토지역,2,4,2,자원 토지,10,옥수수
1504,42,일반 영토지역,3,4,1,일반 토지,0,None
1505,42,일반 영토지역,4,4,2,자원 토지,11,금
1506,42,일반 영토지역,5,4,1,일반 토지,0,None
1507,42,일반 영토지역,0,5,1,일반 토지,0,None
1508,42,일반 영토지역,1,5,2,자원 토지,12,은
1509,42,일반 영토지역,2,5,1,일반 토지,0,None
1510,42,일반 영토지역,3,5,2,자원 토지,13,진주
1511,42,일반 영토지역,4,5,2,자원 토지,14,향신료
1512,42,일반 영토지역,5,5,2,자원 토지,15,차
1513,43,일반 영토지역,0,0,1,일반 토지,0,None
1514,43,일반 영토지역,1,0,2,자원 토지,1,철
1515,43,일반 영토지역,2,0,2,자원 토지,2,구리
1516,43,일반 영토지역,3,0,1,일반 토지,0,None
1517,43,일반 영토지역,4,0,1,일반 토지,0,None
1518,43,일반 영토지역,5,0,1,일반 토지,0,None
1519,43,일반 영토지역,0,1,2,자원 토지,3,석탄
1520,43,일반 영토지역,1,1,1,일반 토지,0,None
1521,43,일반 영토지역,2,1,1,일반 토지,0,None
1522,43,일반 영토지역,3,1,2,자원 토지,4,석재
1523,43,일반 영토지역,4,1,1,일반 토지,0,None
1524,43,일반 영토지역,5,1,2,자원 토지,5,나무
1525,43,일반 영토지역,0,2,1,일반 토지,0,None
1526,43,일반 영토지역,1,2,1,일반 토지,0,None
1527,43,일반 영토지역,2,2,1,일반 토지,0,None
1528,43,일반 영토지역,3,2,1,일반 토지,0,None
1529,43,일반 영토지역,4,2,2,자원 토지,6,쌀
1530,43,일반 영토지역,5,2,1,일반 토지,0,None
1531,43,일반 영토지역,0,3,1,일반 토지,0,None
1532,43,일반 영토지역,1,3,2,자원 토지,7,보리
1533,43,일반 영토지역,2,3,1,일반 토지,0,None
1534,43,일반 영토지역,3,3,1,일반 토지,0,None
1535,43,일반 영토지역,4,3,2,자원 토지,8,밀
1536,43,일반 영토지역,5,3,2,자원 토지,9,감자
